ID,salary_min,salary_max,letter
15344,3139,,O
15340,3139,,O
15010,2950,3526,O
14239,3939,,O
93409,3928,6444,O
33366,2944,3256,O
8830,2944,3256,O
7750,3504,3960,O
77931,,,O
78445,2000,,O
78019,2614,2873,O
8105,,,O
5267,4560,6179,O
7736,3504,3960,O
2659,3523,4146,O
132536,,,O
132537,,,O
2651,3116,3523,O
59527,,,O
94239,,,O
94347,,,O
94272,,,O
93632,,,O
3497,,,O
3498,2898,3168,O
122351,,,O
2429,2950,3526,O
8769,2944,3256,O
108809,,,O
58762,4825,6444,O
93749,,,O
93938,,,O
59525,4509,5073,O
9754,3928,6444,O
58761,3782,5798,O
58743,3782,5798,O
90568,2372,3171,P
58763,3928,6444,P
15517,2943,4368,P
93734,,,P
93805,,,P
100546,3928,6444,P
58764,3782,5798,P
2368,2991,3184,P
8630,,,P
93727,,,P
94288,,,P
78502,2808,3121,P
8097,2443,2657,P
4415,,,P
14290,2859,4476,P
4417,,,P
13994,,,P
8417,,,P
9882,4446,5236,P
33228,,,P
7957,,,P
59395,4604,5819,P
93723,,,P
125527,,,P
3659,2633,,P
14714,3504,3960,P
15242,3504,3800,P
3602,2437,,P
134692,,,P
7555,,,P
58385,,,P
27537,3135,4163,P
14995,4604,5581,P
93695,,,P
93629,,,P
58977,3960,5341,P
15408,3504,3800,P
9918,1741,2248,P
538,2347,2464,P
77696,1726,2283,P
77695,1726,2283,P
77694,1726,2283,P
77699,1726,2283,P
77697,1726,2283,P
93870,,,P
93830,,,P
76728,,,P
128448,2840,3745,P
128444,2840,3745,P
128450,2840,3745,P
128446,2840,3745,P
128452,2840,3745,P
286,2347,2464,P
122322,2827,3332,P
130913,3375,4249,P
4078,,,P
14589,3928,6444,P
132173,2881,3387,P
94409,,,P
94271,,,P
58765,3928,6444,P
58987,2859,4476,P
58766,3928,6444,P
1151,3088,3582,P
14042,3866,5058,P
93665,,,P
93669,,,P
13971,4757,5647,P
6717,1945,2287,P
8910,2944,3256,P
94410,,,P
94657,,,P
93599,,,P
58767,,,P
93843,,,P
93801,,,P
59529,4560,6179,P
8042,2389,2708,P
94255,,,P
93641,,,P
93684,,,P
94387,,,P
5826,3182,3524,P
58768,,,P
93933,,,P
94401,,,P
6351,2827,3092,P
8750,2944,3256,P
8747,2944,3256,P
15675,2944,3256,P
93950,,,P
93761,,,P
14958,,,P
3647,1924,2035,P
14595,,,P
4808,,,P
8140,2443,2657,P
58548,3362,3960,P
134693,,,P
14427,,,P
3730,2254,2477,P
13819,4602,5054,P
13823,4602,5054,P
94365,,,P
94153,,,P
14963,,,P
58769,,,P
8157,,,P
8164,,,P
8158,,,P
8159,,,P
8166,,,P
8161,,,P
4442,,,P
4432,,,P
59247,4757,5647,P
94011,,,P
93617,,,P
10095,2477,2718,P
15004,3800,4163,P
7370,2353,3030,P
7005,3800,4163,P
2713,3025,3227,P
131057,,,P
131058,,,P
9736,3800,4163,P
126829,3431,4360,P
14575,2859,4476,P
129410,2894,2976,P
34944,3497,3596,P
8287,3928,6444,P
14241,3176,3404,P
133712,3283,4596,P
93605,,,P
93873,,,P
100544,4604,5819,P
14494,3221,,P
94345,,,P
94342,,,P
8477,2706,3307,P
59019,4604,5819,P
6672,2826,3420,P
8514,1049,1387,P
34950,2949,3171,P
59018,4604,5819,P
35334,3176,3404,P
33210,2403,2445,P
94247,,,P
93603,,,P
67789,3060,3362,P
7513,3544,4254,P
7526,3279,4697,P
51106,2111,3221,P
34937,2403,2445,P
13926,,,P
28948,,,P
9184,,,P
134903,,,P
7737,3504,3960,P
59017,3504,3800,P
5542,3800,4163,P
15893,4604,5819,P
27393,3283,4596,P
94235,,,P
93937,,,P
27358,,,P
9182,,,P
77048,3800,4163,P
67111,3800,4163,P
73720,3800,4163,P
133769,4163,4837,P
58972,3800,4163,P
134312,5980,7186,P
130893,2446,2983,P
59100,6148,7018,P
58770,3928,6444,P
93692,,,P
93854,,,P
15483,2859,4476,P
8730,4825,6444,P
94293,,,P
130147,,,P
118890,4825,6444,P
133612,,,P
120093,,,P
94075,,,P
94332,,,P
59025,,,P
15590,,,P
59558,,,P
10056,,,P
14512,2985,,P
27491,2859,4476,Q
5231,4604,5819,Q
4687,3060,3362,Q
93610,,,Q
100531,4604,5819,Q
6066,3362,3960,Q
74188,,,R
15354,,,R
27779,,,R
4405,,,R
4406,4602,5054,R
4425,,,R
94128,,,R
93635,,,R
7683,,,R
59085,,,R
8241,,,R
7959,,,R
7958,,,R
8259,,,R
8235,,,R
6885,4825,6444,R
93746,,,R
94654,,,R
93865,,,R
15005,4604,5581,R
14103,2417,,R
14647,3939,,R
14715,2639,3301,R
14847,,,R
13845,4604,5819,R
14016,3362,3960,R
13955,3891,4803,R
27315,4757,5647,R
94399,,,R
93820,,,R
73948,1468,,R
94032,,,R
94205,,,R
94186,,,R
93687,,,R
93714,,,R
93704,,,R
93577,,,R
93922,,,R
94094,,,R
94018,,,R
93998,,,R
93875,,,R
59561,,,R
59563,,,R
59565,,,R
59567,,,R
59569,,,R
59573,,,R
8386,,,R
34925,3928,5013,R
8018,2063,2450,R
15006,4757,5647,R
93781,,,R
94027,,,R
59577,3480,4600,R
14491,2991,3184,R
7097,2656,,R
28769,2065,2760,R
6963,,,R
6962,,,R
9535,,,R
15663,,,R
34982,,,R
112580,,,R
9183,,,R
14585,4604,5581,R
93631,,,R
93776,,,R
101504,,,R
94074,,,R
94151,,,R
94273,,,R
58771,3928,6444,R
100527,,,R
59579,3928,6444,R
93962,,,R
94371,,,R
59580,,,R
15001,,,R
29046,4407,5314,R
4353,,,R
133552,4604,5819,R
7413,2000,,R
15008,,,R
10017,2254,2477,R
133652,4604,5819,R
10054,2477,,R
9961,3130,3432,R
10045,3130,3432,R
59583,3782,5798,R
58507,3500,4739,R
59023,3928,5013,R
133419,3249,4322,R
58506,2859,4476,R
133414,4078,4594,R
133415,4078,4594,R
4607,,,R
3975,4602,5054,R
14287,4751,,R
133417,3249,4322,R
15512,2859,4476,R
58510,2859,4476,R
4416,2859,4476,R
4428,4602,5054,R
8426,2859,4476,R
884,2859,4476,R
4265,4602,5054,R
4507,3960,4737,R
70151,2859,4476,R
4641,3960,4737,R
4032,4602,5054,R
8883,,,R
14404,,,R
94191,,,R
93811,,,R
8888,2469,3049,R
14410,,,R
134896,,,R
698,4108,4695,R
713,2347,2464,R
714,2699,,R
27384,4604,5581,R
94049,,,R
93764,,,R
59584,3928,6444,R
14069,,,R
6886,4407,5314,R
94184,,,R
15003,4509,5073,R
6357,3375,4249,R
4879,3060,3362,R
93697,,,R
93867,,,R
8980,2944,3256,R
6358,3375,4249,R
4312,,,R
2243,,,R
2234,,,R
2085,3060,3362,R
2233,,,R
93930,,,R
93652,,,R
27530,,,R
4569,3523,4146,R
59588,,,R
59590,,,R
73688,,,R
59592,,,R
59594,,,R
93975,,,R
94044,,,R
94039,,,R
94419,,,R
93726,,,R
94154,,,R
93691,,,R
94017,,,R
93816,,,R
94055,,,R
10027,3130,3432,R
3731,2254,2477,R
1911,3060,3362,R
8133,1924,2254,S
7542,3032,3490,S
7359,3881,5676,S
8401,2000,,S
8397,2000,,S
28331,4604,5581,S
93983,,,S
3540,3526,3805,S
35029,2178,,S
35025,2178,,S
35027,2178,,S
3733,2254,2477,S
8742,2825,3128,S
1377,,,S
6887,2833,3234,S
27396,,,S
29471,,,S
10290,2735,3224,S
94046,,,S
128359,,,S
8412,2000,,S
8411,2000,,S
7081,,,S
15932,,,S
59020,3781,4626,S
4041,,,S
7106,2701,3782,S
10279,,,S
93949,,,S
94117,,,S
6920,2433,2853,S
6921,2433,2853,S
94356,,,S
93709,,,S
59012,4447,5018,S
94417,,,S
7255,,,S
14506,,,S
2784,4447,4817,S
7254,4732,5124,S
7300,3027,3505,S
7298,,,S
29405,5272,5704,S
7247,5272,5704,S
29413,5272,5704,S
3753,3890,4629,S
7040,2433,2853,S
7262,4629,,S
7273,3890,4586,S
10281,,,S
10060,3102,3890,S
8491,,,S
8492,3342,3745,S
4057,,,S
7318,2825,3128,S
93906,,,S
94266,,,S
59255,5363,5720,S
2574,,,S
2136,3342,3745,S
15931,,,S
5945,3279,4697,S
3957,,,S
8213,,,S
8214,,,S
35205,2820,3159,S
1345,3420,3839,S
3513,2125,2489,S
3487,,,S
3490,2898,3168,S
3502,2898,3168,S
9342,2827,3092,S
130251,,,S
109458,,,S
9309,,,S
9345,,,S
109427,4825,6444,S
9462,3928,6444,S
9303,,,S
9764,4560,6179,S
9036,3782,5798,S
4118,,,S
15545,3060,3362,S
2050,3060,3362,S
2047,3060,3362,S
2054,3060,3362,S
2053,3060,3362,S
2041,,,S
4906,4604,5819,S
27258,3342,,S
14008,3342,3745,S
5388,3800,4163,S
2074,,,S
30257,3342,3863,S
8866,2588,3173,S
119249,2825,3128,S
27269,2099,2497,S
27270,2099,2497,S
132574,,,S
9554,,,S
9495,,,S
3379,2403,2445,S
3380,3768,,S
7143,2563,2640,S
3045,2403,2445,S
3046,3768,,S
15009,3060,3362,S
14912,3504,3800,S
59015,,,S
59598,,,S
93964,,,S
93910,,,S
93835,,,S
94132,,,S
126685,,,S
134905,,,S
35309,2509,2649,S
33360,2382,,S
5030,4604,5819,S
6972,2377,3001,S
70148,,,S
126753,3504,3960,S
14006,3135,3646,S
28758,3135,3646,S
94059,,,S
94103,,,S
69769,,,S
134232,,,S
94155,,,S
94021,,,S
15269,3504,3960,S
1470,3420,3839,S
13655,3695,,S
58772,,,S
94012,,,S
94189,,,S
134237,4604,5819,S
58773,,,S
93903,,,S
93840,,,S
13874,,,S
9483,,,S
59606,,,S
59608,,,S
59602,,,S
94369,,,S
93892,,,S
94315,,,S
93912,,,S
93710,,,S
93931,,,S
93670,,,S
15650,,,S
126684,3485,4272,S
130165,4604,5819,S
15274,3504,3960,S
15260,3504,3960,S
94195,,,S
93624,,,S
9941,,,S
15491,4334,4831,S
93552,2329,,S
8400,2000,,S
8408,2000,,S
59059,2477,2718,S
15835,2943,4368,S
8415,2000,,S
29391,2701,2958,S
59614,,,S
59616,4560,6179,S
124271,,,S
124272,,,S
9089,3782,4897,S
58775,3480,4600,S
9031,2825,3128,S
93948,,,S
94317,,,S
94208,,,S
93966,,,S
9014,2859,4476,S
59618,,,S
93857,,,S
94415,,,S
9170,2527,3187,S
59553,4825,6444,S
58505,3928,6444,S
94140,,,S
7930,3257,3353,S
7936,2825,3128,S
7946,2825,3128,S
7931,2825,3128,S
7932,2825,3128,S
93680,,,S
93585,,,S
58776,,,S
100532,,,S
94127,,,S
93693,,,S
1455,,,S
14470,2254,2477,S
4188,,,S
14339,,,S
8778,3928,5013,S
2704,3060,3362,S
1823,3060,3362,S
14449,2825,3128,S
15680,6196,7958,S
15652,2825,3128,S
58343,2827,3332,S
4563,3060,3362,S
9477,2827,3332,S
9591,3928,5013,S
93594,,,S
94223,,,S
15648,,,S
59684,4825,6444,S
100518,3782,5798,S
93623,,,S
14408,,,S
93955,,,S
93673,,,S
14706,3928,6444,S
94157,,,S
94083,,,S
58777,4825,6444,S
8763,3928,5013,S
59622,,,S
59625,,,S
776,3470,,S
13824,4602,5054,S
14692,,,S
14407,3362,3960,S
3048,2403,2445,S
93800,,,S
94336,,,S
14071,,,S
59411,3928,6444,S
94326,,,S
94390,,,S
59338,4604,5819,S
491,2699,,S
122285,3060,3362,S
5110,3283,4596,S
28020,7172,7698,S
14790,2859,4476,S
94042,,,S
93961,,,S
58778,3782,5798,S
7440,,,S
864,4143,4660,S
58966,,,S
863,,,S
862,,,S
8865,,,S
7567,,,S
7573,,,S
7296,2537,2664,S
94349,,,S
93715,,,S
8198,3928,6444,S
8861,2859,4476,S
8197,3928,6444,S
14018,3072,,S
108543,5640,6514,S
4105,,,S
4107,4602,5054,S
7194,2825,3128,S
7195,2859,4476,S
9090,3928,6444,S
4248,,,S
14295,,,S
4249,4602,5054,S
34931,2827,3332,S
8607,,,S
6607,2515,3020,S
9038,3928,5013,S
9770,4825,6444,S
124029,2832,3228,S
8725,4825,6444,S
14283,3800,4163,S
9497,,,S
15543,,,S
8251,4825,6444,S
51015,3891,4803,S
7741,4604,5819,S
94031,,,S
93985,,,S
5525,3800,4163,S
117134,5581,5819,S
59626,3782,5798,S
59629,1821,,S
94105,,,S
94137,,,S
8406,,,T
9942,,,T
33346,,,T
134899,,,T
134895,,,T
6722,,,T
94054,,,T
93984,,,T
15677,,,T
8755,,,T
120094,,,T
9511,,,T
15664,2000,,T
13950,,,T
7166,,,T
14065,2604,3258,T
14302,3135,3646,T
5620,3182,3524,T
8506,2395,2849,T
5572,3135,3646,T
2874,3135,3646,T
6379,3182,3524,T
13625,3182,3524,T
33197,3135,3646,T
90571,3060,3362,T
90588,3060,3362,T
448,2699,,T
5687,3746,4164,T
29470,3746,4164,T
5631,3746,4164,T
5688,3119,,T
5644,3746,4164,T
5654,3746,4164,T
5621,3746,4164,T
5671,3119,,T
5933,3279,4697,T
5932,3279,4697,T
5936,3279,4697,T
5727,3470,,T
6316,2859,4476,T
5762,3470,,T
5802,3891,4803,T
5797,2859,4476,T
5798,3891,4803,T
5795,2859,4476,T
5996,3420,3839,T
126659,3499,4078,T
5573,3800,4163,T
5521,2859,4476,T
5536,3800,4163,T
5505,3800,4163,T
10143,2859,4476,T
58501,,,T
5811,,,T
58499,,,T
5813,3891,4803,T
5444,3800,4163,T
14056,2699,,T
6462,,,T
5820,3800,4163,T
660,3223,3850,T
58473,2608,3187,T
14565,2608,3187,T
15686,3350,3780,T
6067,3470,,T
5776,3800,4163,T
5986,2562,3541,T
5983,3262,3895,T
134253,2562,3541,T
5984,3262,3895,T
6069,2859,4476,T
5458,2897,3046,T
123342,3800,4163,T
5966,3523,3848,T
5958,3523,3848,T
7849,3800,4367,T
58471,3800,4367,T
7845,3800,4367,T
5460,2897,3046,T
6046,2859,4476,T
5423,3499,4078,T
5980,3117,3861,T
5842,3800,4163,T
5422,3499,4078,T
5992,3891,4803,T
5876,4092,,T
14381,3800,4163,T
5873,3800,4163,T
14379,3597,4036,T
93488,3597,4036,T
14501,3800,4163,T
5875,3597,4036,T
59027,3800,4163,T
5429,3800,4163,T
5407,3800,4163,T
5411,3800,4163,T
5386,3800,4163,T
5409,3800,4163,T
5390,3800,4163,T
5485,3800,4163,T
5338,3800,4163,T
5413,3800,4163,T
5488,3800,4163,T
5486,3800,4163,T
123606,3800,4163,T
5414,3800,4163,T
5576,3800,4367,T
6047,2859,4476,T
58467,3800,4163,T
5646,3800,4163,T
5643,3800,4163,T
58463,3800,4163,T
5878,4174,,T
5490,3800,4163,T
58460,3800,4163,T
5959,4279,,T
5827,2859,4476,T
134753,3800,4163,T
5463,2897,3046,T
5930,2898,3168,T
5938,2898,3168,T
5716,2859,4476,T
5981,4403,,T
58440,3000,3806,T
444,2859,4476,T
58477,3678,4375,T
6054,3891,4803,T
6051,3831,,T
6055,3831,,T
6056,3831,,T
6020,3119,,T
58456,3119,,T
5701,2859,4476,T
13752,2699,,T
5841,2859,4476,T
89228,3800,4163,T
6004,,,T
93880,,,T
94404,,,T
94084,,,T
94331,,,T
9695,3800,4163,T
9734,5334,,T
6602,3504,3800,T
14899,3544,4254,T
14897,3544,4254,T
8014,3544,4254,T
9733,3504,3800,T
8004,3504,3800,T
3388,,,T
8512,1918,,T
76568,3060,3362,T
76569,3060,3362,T
76573,3060,3362,T
67654,,,T
8291,,,T
58779,,,T
5233,3928,6444,T
90585,2495,2725,T
90575,3060,3362,T
90591,2495,2725,T
29420,4732,5124,T
93887,,,T
94108,,,T
93742,,,T
125529,,,T
93722,,,T
94245,,,T
93992,,,T
93794,,,T
59498,3782,5798,T
3642,3158,,T
5360,3362,3960,T
7389,2509,2649,T
7391,,,T
9546,,,T
4393,,,T
28874,,,T
7184,3695,4042,T
15887,,,T
7329,,,T
15589,,,T
126794,2437,,T
126796,2437,,T
93588,,,T
94339,,,T
124276,,,T
124275,,,T
59271,4067,5278,T
1457,2403,2445,T
90014,,,T
90019,,,T
90008,,,T
90017,,,T
90013,,,T
90011,,,T
122405,3768,,T
6419,2706,3307,T
10211,1951,2202,T
10213,2618,,T
59042,,,T
13673,2000,,T
13672,2000,,T
93614,,,T
94007,,,T
3261,2000,,T
94146,,,T
94135,,,T
58780,4825,6444,T
58699,,,T
100512,,,T
90388,,,T
122501,,,T
58749,,,T
59633,,,T
94238,,,T
94073,,,T
94653,,,T
94308,,,T
94028,,,T
93812,,,T
93859,,,T
122463,,,T
94280,,,T
93572,,,T
94648,,,T
94067,,,T
94092,,,T
128348,,,T
94318,,,T
1083,,,T
1084,,,T
132661,,,T
132660,,,T
132662,,,T
132663,,,T
132659,,,T
59339,5636,6302,T
807,,,T
3768,2854,,T
58781,4341,6052,T
134901,,,T
565,,,T
526,2859,4476,T
8222,2443,2657,T
550,,,T
93667,,,T
93785,,,T
33214,1954,2008,T
547,3182,3524,T
531,2827,3332,T
533,2825,3128,T
532,2825,3128,T
9851,,,T
112023,,,T
330,2347,2464,T
367,2347,2464,T
313,2347,2464,T
319,2347,2464,T
361,2347,2464,T
329,2699,,T
368,2699,,T
312,2699,,T
318,2699,,T
360,2699,,T
4460,,,T
14297,2859,4476,T
4483,,,T
4471,3274,3960,T
93923,,,T
120100,,,T
8521,2395,2849,T
58782,3749,4759,T
8522,2709,3073,T
93277,2065,2760,T
94085,,,T
94038,,,T
13620,2065,2760,T
14043,2703,3439,T
5275,4560,6179,T
94183,,,T
14067,3258,,T
7427,2339,2392,T
35004,,,T
15930,,,T
4019,,,T
7558,,,T
15507,,,T
4289,,,T
4191,,,T
2325,3060,3362,T
59637,,,T
94309,,,T
93902,,,T
66477,3135,5341,U
2502,,,U
2503,3342,3745,U
8203,3928,6444,U
5295,4757,5647,U
8196,,,U
93883,,,U
93972,,,U
59311,4757,5647,U
27622,4757,5647,U
6321,2825,3128,U
6045,3025,3227,U
93968,,,U
93822,,,U
94364,,,U
94287,,,U
59639,3782,4897,U
6898,4407,5314,U
7505,,,U
93831,,,U
94112,,,U
93644,,,U
94413,,,U
2084,,,U
130999,4604,5819,U
14990,,,V
14448,2825,3128,V
94302,,,V
94340,,,V
14401,,,V
10147,3375,6179,V
1211,2889,2921,V
119370,2889,2921,V
50949,2889,2921,V
1208,2889,2921,V
1209,2889,2921,V
50947,2889,2921,V
1210,2889,2921,V
4613,3060,3362,V
15146,3060,3362,V
14318,2106,2485,V
27429,,,V
946,3138,3294,V
948,3138,3294,V
949,3138,3294,V
947,3138,3294,V
950,3138,3294,V
94102,,,V
94160,,,V
130257,2828,,V
130255,2828,,V
130918,2395,,V
130922,3060,3362,V
130919,3060,3362,V
130923,2395,,V
4640,,,V
4642,3523,4146,V
14075,4560,6179,V
27310,4825,6444,V
27495,,,V
6628,2389,2708,V
14354,2385,2789,V
27351,2385,2789,V
6641,2389,2708,V
631,,,V
129226,2950,3526,V
14587,3060,3362,V
6614,,,V
59341,3928,6444,V
93783,,,V
124465,,,V
7340,,,V
93762,,,V
93608,,,V
15608,3928,6444,V
9771,4560,6179,V
15524,2443,2657,V
7003,2639,3301,V
6686,3499,,V
58741,3782,5798,V
94095,,,V
94427,,,V
77492,3182,3524,V
77495,3182,3524,V
7068,,,V
7072,2620,3320,V
93997,,,V
93595,,,V
14347,2859,4476,V
6888,2833,3234,V
6880,,,V
94057,,,V
94070,,,V
6889,4407,5314,V
6890,2833,3234,V
7058,,,V
6895,3325,3821,V
6892,2833,3234,V
6881,,,V
94035,,,V
94019,,,V
27352,4560,6179,V
6609,3060,3362,V
7509,3800,4163,V
34926,3800,4163,V
15907,4604,5819,V
5545,3800,4163,V
409,2699,,V
33220,3928,6444,V
7603,3928,6444,V
29138,2825,3128,V
7934,2825,3128,V
7933,2825,3128,V
7929,2825,3128,V
14349,2825,3128,V
7944,2825,3128,V
7925,2827,3332,V
93568,,,V
59317,,,V
15695,,,V
94227,,,V
93643,,,V
59641,3928,5013,V
59643,,,V
2032,,,V
8989,3025,3227,V
14200,,,V
134192,4604,5819,V
9926,2124,2704,V
14220,2826,3420,V
8748,2944,3256,V
59645,,,V
58783,,,V
94147,,,V
93658,,,V
50899,,,V
133723,,,V
133714,3199,,V
133721,,,V
4620,4042,,V
133713,,,V
6411,2783,,V
3929,,,V
133717,2968,3338,V
133715,3940,,V
133716,3940,,V
133726,2480,,V
490,2464,,V
133722,,,V
133719,,,V
133718,3362,,V
133727,,,V
133724,,,V
842,,,V
133720,2988,,V
4185,,,V
133725,,,V
1942,2985,3135,V
4448,,,V
78510,,,V
7152,3125,4863,W
130170,2257,,W
1164,3781,4626,W
4278,,,W
4281,4602,5054,W
4293,,,W
29045,3032,3490,W
8636,,,W
93886,,,W
93729,,,W
1628,2395,,W
7419,2339,2392,W
104708,3485,4272,W
2317,3362,3960,W
94286,,,W
93728,,,W
4171,2825,3128,W
58502,4602,5054,W
4765,3678,4375,W
9484,,,W
15125,3499,,W
8637,,,W
93711,,,W
94171,,,W
452,3375,4249,W
3777,2699,,W
450,3375,4249,W
122362,2347,2464,W
35001,,,W
59029,,,W
6981,3800,4163,W
7026,,,W
93678,,,W
94313,,,W
6226,3646,3960,W
76769,3088,3582,W
51006,3204,3781,W
8010,3241,,W
8844,3088,3582,W
3939,,,W
13822,,,W
8072,3781,3891,W
6082,3646,3960,W
126855,,,W
122368,3088,3582,W
6376,3060,3362,W
122367,3060,3362,W
6375,3060,3362,W
94050,,,W
94351,,,W
29051,3060,3362,W
1921,3060,3362,W
6779,4509,5073,W
6793,2604,3258,W
7079,,,W
716,2347,2464,W
294,2347,2464,W
295,2699,,W
15426,2380,2532,W
582,2608,3187,W
10129,3050,3456,W
412,2699,,W
3861,4174,,W
457,2699,,W
9751,3782,5798,W
94291,,,W
93753,,,W
59249,4757,5647,W
14552,4825,6444,W
133032,3504,3800,W
34966,3928,6444,W
34965,3928,6444,W
59647,4825,6444,W
93916,,,W
93569,,,W
28611,3800,4367,W
58784,4604,5819,W
7846,4163,4837,W
58785,4604,5819,W
94076,,,W
93653,,,W
58786,,,W
59500,4407,5314,W
58787,,,W
94093,,,W
93645,,,W
94058,,,W
93844,,,W
59543,4604,5819,W
7564,,,W
59555,,,W
93879,,,W
93894,,,W
93971,,,W
93735,,,W
8317,3060,3362,W
94072,,,W
94110,,,W
9272,,,W
130953,3483,3812,W
9603,,,Y
7101,2151,2744,Z
10053,2254,2477,Z
58788,4695,6035,Z
8949,2182,2369,Z
93780,,,Z
94060,,,Z
14704,2182,2369,Z
8931,2728,2961,Z
28260,2728,2961,Z
15490,2728,2961,Z
2622,,,Z
2619,,,Z
2623,2859,4476,Z
8605,,,Z
29053,3060,3362,Z
4042,,,Z
4010,,,Z
14299,,,Z
4011,4602,5054,Z
14076,4560,6179,Z
7121,2656,,Z
7175,2410,,Z
10052,2656,,Z
100528,4604,5819,Z
124509,,,Z
124510,,,Z
2682,3523,4146,Z
3271,2437,,Z
122259,4078,4594,Z
122260,2950,3526,Z
2474,4078,4594,Z
2473,,,Z
124409,3060,3362,Z
124410,2991,3184,Z
59008,5272,5704,Z
9015,2944,3256,Z
